epoch,train_loss,train_accuracy,val_loss,val_accuracy
0,2.873826503753662,0.06730769574642181,2.719500780105591,0.06818182021379471
1,2.704092502593994,0.07278311997652054,2.7087128162384033,0.06534090638160706
2,2.709087610244751,0.05996260792016983,2.707975149154663,0.06960227340459824
3,2.701753616333008,0.0822649598121643,2.625361919403076,0.12215909361839294
4,2.6204888820648193,0.1128472238779068,2.5762922763824463,0.14488635957241058
5,2.5323524475097656,0.15491452813148499,2.4850449562072754,0.17329545319080353
6,2.5135014057159424,0.16533119976520538,2.4656193256378174,0.17329545319080353
7,2.4661619663238525,0.18175747990608215,2.4421823024749756,0.16903409361839294
8,2.463322639465332,0.18068909645080566,2.445490837097168,0.171875
9,2.436103343963623,0.19230769574642181,2.526095151901245,0.16335226595401764
10,2.399057388305664,0.20753204822540283,2.3952341079711914,0.20170454680919647
11,2.373706579208374,0.21688033640384674,2.4383955001831055,0.18323864042758942
12,2.331211566925049,0.23344017565250397,2.3335094451904297,0.21732954680919647
13,2.3154306411743164,0.2419871836900711,2.3623383045196533,0.2286931872367859
14,2.2744877338409424,0.25,2.4000747203826904,0.22727273404598236
15,2.260601758956909,0.2606837749481201,2.3416340351104736,0.234375
16,2.2410640716552734,0.26375535130500793,2.3457868099212646,0.25
17,2.1993472576141357,0.28125,2.299875497817993,0.28125
18,2.180999279022217,0.29006409645080566,2.3426148891448975,0.25284090638160706
19,2.1560521125793457,0.29567307233810425,2.265601634979248,0.28977271914482117
20,2.1304540634155273,0.30542200803756714,2.277873992919922,0.2698863744735718
21,2.103565216064453,0.31450319290161133,2.2540783882141113,0.2556818127632141
22,2.072800397872925,0.32692307233810425,2.2432219982147217,0.27272728085517883
23,2.061410665512085,0.33079594373703003,2.3354241847991943,0.2599431872367859
24,2.0333077907562256,0.3402777910232544,2.229970693588257,0.28835228085517883
